Date,TSLA,TSLA_Difference,TSLA_%_Change
2023-11-03 00:00:00+00:00,219.9600067138672,,
2023-11-06 00:00:00+00:00,219.27000427246094,-0.69000244140625,-0.3136944991567639
2023-11-07 00:00:00+00:00,222.17999267578125,2.9099884033203125,1.3271256198382766
2023-11-08 00:00:00+00:00,222.11000061035156,-0.0699920654296875,-0.03150241594067574
2023-11-09 00:00:00+00:00,209.97999572753906,-12.1300048828125,-5.461260118625732
2023-11-10 00:00:00+00:00,214.64999389648438,4.6699981689453125,2.224020508603543
2023-11-13 00:00:00+00:00,223.7100067138672,9.060012817382812,4.220830689495399
2023-11-14 00:00:00+00:00,237.41000366210938,13.699996948242188,6.123998273248883
2023-11-15 00:00:00+00:00,242.83999633789062,5.42999267578125,2.2871793909364553
2023-11-16 00:00:00+00:00,233.58999633789062,-9.25,-3.809092463965217
2023-11-17 00:00:00+00:00,234.3000030517578,0.7100067138671875,0.3039542467564213
2023-11-20 00:00:00+00:00,235.60000610351562,1.3000030517578125,0.5548455120893176
2023-11-21 00:00:00+00:00,241.1999969482422,5.5999908447265625,2.376906069461685
2023-11-22 00:00:00+00:00,234.2100067138672,-6.989990234375,-2.8980059381488896
2023-11-24 00:00:00+00:00,235.4499969482422,1.239990234375,0.52943520721977
2023-11-27 00:00:00+00:00,236.0800018310547,0.6300048828125,0.26757481035389047
2023-11-28 00:00:00+00:00,246.72000122070312,10.639999389648438,4.506946504203568
2023-11-29 00:00:00+00:00,244.13999938964844,-2.5800018310546875,-1.0457205813430381
2023-11-30 00:00:00+00:00,240.0800018310547,-4.05999755859375,-1.6629792613843575
2023-12-01 00:00:00+00:00,238.8300018310547,-1.25,-0.5206597761023137
2023-12-04 00:00:00+00:00,235.5800018310547,-3.25,-1.360800559009755
2023-12-05 00:00:00+00:00,238.72000122070312,3.1399993896484375,1.3328802806871
2023-12-06 00:00:00+00:00,239.3699951171875,0.649993896484375,0.2722829646282709
2023-12-07 00:00:00+00:00,242.63999938964844,3.2700042724609375,1.3660877884298128
2023-12-08 00:00:00+00:00,243.83999633789062,1.1999969482421875,0.49455858525417634
2023-12-11 00:00:00+00:00,239.74000549316406,-4.0999908447265625,-1.6814267168234285
2023-12-12 00:00:00+00:00,237.00999450683594,-2.730010986328125,-1.1387381846063938
2023-12-13 00:00:00+00:00,239.2899932861328,2.279998779296875,0.9619842336358159
2023-12-14 00:00:00+00:00,251.0500030517578,11.760009765625,4.914543063053572
2023-12-15 00:00:00+00:00,253.5,2.4499969482421875,0.9758999874367988
2023-12-18 00:00:00+00:00,252.0800018310547,-1.4199981689453125,-0.5601570686174803
2023-12-19 00:00:00+00:00,257.2200012207031,5.1399993896484375,2.0390349699748462
2023-12-20 00:00:00+00:00,247.13999938964844,-10.080001831054688,-3.9188250459596716
2023-12-21 00:00:00+00:00,254.5,7.3600006103515625,2.9780693649462875
2023-12-22 00:00:00+00:00,252.5399932861328,-1.9600067138671875,-0.77014016261972
2023-12-26 00:00:00+00:00,256.6099853515625,4.0699920654296875,1.6116227819877644
2023-12-27 00:00:00+00:00,261.44000244140625,4.83001708984375,1.882240507214284
2023-12-28 00:00:00+00:00,253.17999267578125,-8.260009765625,-3.1594284304201796
2023-12-29 00:00:00+00:00,248.47999572753906,-4.6999969482421875,-1.8563856087399992
2024-01-02 00:00:00+00:00,248.4199981689453,-0.05999755859375,-0.024145830499585953
2024-01-03 00:00:00+00:00,238.4499969482422,-9.970001220703125,-4.013364984377278
2024-01-04 00:00:00+00:00,237.92999267578125,-0.5200042724609375,-0.2180768627033404
2024-01-05 00:00:00+00:00,237.49000549316406,-0.4399871826171875,-0.18492295892125815
2024-01-08 00:00:00+00:00,240.4499969482422,2.959991455078125,1.2463646412957474
2024-01-09 00:00:00+00:00,234.9600067138672,-5.489990234375,-2.2832149320246162
2024-01-10 00:00:00+00:00,233.94000244140625,-1.0200042724609375,-0.43411825132567866
2024-01-11 00:00:00+00:00,227.22000122070312,-6.720001220703125,-2.872531910136339
2024-01-12 00:00:00+00:00,218.88999938964844,-8.330001831054688,-3.6660513098772487
2024-01-16 00:00:00+00:00,219.91000366210938,1.0200042724609375,0.46598943547220584
2024-01-17 00:00:00+00:00,215.5500030517578,-4.3600006103515625,-1.9826295019532998
2024-01-18 00:00:00+00:00,211.8800048828125,-3.6699981689453125,-1.7026203279914005
2024-01-19 00:00:00+00:00,212.19000244140625,0.30999755859375,0.14630807600991175
2024-01-22 00:00:00+00:00,208.8000030517578,-3.3899993896484375,-1.5976244642273123
2024-01-23 00:00:00+00:00,209.13999938964844,0.339996337890625,0.1628334927784201
2024-01-24 00:00:00+00:00,207.8300018310547,-1.30999755859375,-0.6263735117226884
2024-01-25 00:00:00+00:00,182.6300048828125,-25.199996948242188,-12.125293136804812
2024-01-26 00:00:00+00:00,183.25,0.6199951171875,0.3394815203478366
2024-01-29 00:00:00+00:00,190.92999267578125,7.67999267578125,4.190991910385403
2024-01-30 00:00:00+00:00,191.58999633789062,0.660003662109375,0.34567835721343637
2024-01-31 00:00:00+00:00,187.2899932861328,-4.3000030517578125,-2.2443776470324006
2024-02-01 00:00:00+00:00,188.86000061035156,1.57000732421875,0.8382761388752719
2024-02-02 00:00:00+00:00,187.91000366210938,-0.9499969482421875,-0.5030164911426551
2024-02-05 00:00:00+00:00,181.05999755859375,-6.850006103515625,-3.645365318513309
2024-02-06 00:00:00+00:00,185.10000610351562,4.040008544921875,2.2313092894052797
2024-02-07 00:00:00+00:00,187.5800018310547,2.4799957275390625,1.3398139631352284
2024-02-08 00:00:00+00:00,189.55999755859375,1.9799957275390625,1.0555473441792373
2024-02-09 00:00:00+00:00,193.57000732421875,4.010009765625,2.1154303741671496
2024-02-12 00:00:00+00:00,188.1300048828125,-5.44000244140625,-2.810353998847846
2024-02-13 00:00:00+00:00,184.02000427246094,-4.1100006103515625,-2.184659811661468
2024-02-14 00:00:00+00:00,188.7100067138672,4.69000244140625,2.5486372853585033
2024-02-15 00:00:00+00:00,200.4499969482422,11.739990234375,6.221180550417678
2024-02-16 00:00:00+00:00,199.9499969482422,-0.5,-0.24943876658132555
2024-02-20 00:00:00+00:00,193.75999450683594,-6.19000244140625,-3.0957752117438417
2024-02-21 00:00:00+00:00,194.77000427246094,1.010009765625,0.5212684735028553
2024-02-22 00:00:00+00:00,197.41000366210938,2.6399993896484375,1.355444540605637
2024-02-23 00:00:00+00:00,191.97000122070312,-5.44000244140625,-2.7556873210526143
2024-02-26 00:00:00+00:00,199.39999389648438,7.42999267578125,3.870392576202139
2024-02-27 00:00:00+00:00,199.72999572753906,0.3300018310546875,0.1654974128163731
2024-02-28 00:00:00+00:00,202.0399932861328,2.30999755859375,1.1565601602199624
2024-02-29 00:00:00+00:00,201.8800048828125,-0.1599884033203125,-0.07918650199801479
2024-03-01 00:00:00+00:00,202.63999938964844,0.7599945068359375,0.37645853400741686
2024-03-04 00:00:00+00:00,188.13999938964844,-14.5,-7.1555468040238805
2024-03-05 00:00:00+00:00,180.74000549316406,-7.399993896484375,-3.933237971984137
2024-03-06 00:00:00+00:00,176.5399932861328,-4.20001220703125,-2.3237866987837967
2024-03-07 00:00:00+00:00,178.64999389648438,2.1100006103515625,1.1951969472048816
2024-03-08 00:00:00+00:00,175.33999633789062,-3.30999755859375,-1.8527834714126385
2024-03-11 00:00:00+00:00,177.77000427246094,2.4300079345703125,1.3858834181150217
2024-03-12 00:00:00+00:00,177.5399932861328,-0.230010986328125,-0.12938683737420426
2024-03-13 00:00:00+00:00,169.47999572753906,-8.05999755859375,-4.539820808488955
2024-03-14 00:00:00+00:00,162.5,-6.9799957275390625,-4.118477639544142
2024-03-15 00:00:00+00:00,163.57000732421875,1.07000732421875,0.658466045673077
2024-03-18 00:00:00+00:00,173.8000030517578,10.229995727539062,6.254200201423096
2024-03-19 00:00:00+00:00,171.32000732421875,-2.4799957275390625,-1.4269250195585539
